indicator,date,seen,cumulative_seen,days_since_last_seen_x,seen_streak,rolling_seen_ratio_14d,rolling_seen_std_14d,high_activity_not_seen_ratio_14d,low_activity_seen_ratio_14d,rolling_seen_ratio_7d,seen_ratio_diff,rolling_obs_14d,rolling_obs_7d,obs_ratio_spike,seen_streak_prev,recent_drop_flag,volatility_ratio,total_seen,seen_ratio,seen_std,max_seen_streak,max_unseen_streak,mean_seen_interval,std_seen_interval,days_since_last_seen_y,high_activity_not_seen_count,high_activity_not_seen_ratio,low_activity_seen_count,low_activity_seen_ratio,seen_score,unseen_risk,seen_gap_mean,seen_gap_std
104.21.48.1,2025-04-30,1,96,0.0,38,1.0,0.0,0.0,0.2857142857142857,1.0,0.0,2935.5,3027.1428571428573,0.969726285663611,37.0,0,0.0,97,0.8016528925619835,0.3987549779112337,58,22,1.0208333333333333,0.2030582155168534,0,0,0.0,7,0.0578512396694214,80.78264462809918,4.4,1.0208333333333333,0.2041241452319315
104.21.54.132,2025-04-30,1,66,0.0,6,0.8571428571428571,0.3631365196012815,0.0,0.6428571428571429,0.8571428571428571,-0.0714285714285715,3.0,2.4285714285714284,1.2352936089967492,5.0,0,0.4236543302343091,67,0.5537190082644629,0.4971058922916551,17,37,1.2575757575757576,0.5854448207988381,0,0,0.0,0,0.0,51.18595041322314,7.4,1.2575757575757576,0.589931053614444
156.146.63.162,2025-04-30,1,11,0.0,1,0.0714285714285714,0.2672612419124244,0.9285714285714286,0.0,0.1428571428571428,0.0,0.4285714285714285,0.8571428571428571,0.4999994166673472,0.0,0,3.741133628066013,11,0.0909090909090909,0.2874797872880344,2,33,8.6,8.616263691415206,1,110,0.9090909090909092,0,0.0,8.145454545454546,98.0090909090909,8.6,9.082339395160746
156.146.63.170,2025-04-30,1,14,0.0,1,0.0714285714285714,0.2672612419124244,0.9285714285714286,0.0,0.1428571428571428,0.0714285714285714,0.4285714285714285,0.8571428571428571,0.4999994166673472,0.0,0,3.7411336280660135,14,0.1157024793388429,0.3198678095927872,2,21,7.923076923076923,6.764858727975585,1,107,0.8842975206611571,0,0.0,10.28512396694215,93.12975206611571,7.923076923076923,7.041088202609244
156.146.63.171,2025-04-30,1,19,0.0,1,0.1428571428571428,0.3631365196012815,0.8571428571428571,0.0,0.1428571428571428,0.0,1.0,1.5714285714285714,0.6363632314052164,0.0,0,2.541777712769077,19,0.1570247933884297,0.363824143852151,3,15,5.777777777777778,4.403982485023647,1,102,0.8429752066115702,0,0.0,14.051239669421488,87.79752066115702,5.777777777777778,4.531660591043673
156.146.63.180,2025-04-30,1,13,0.0,1,0.2142857142857142,0.4258153136263201,0.0714285714285714,0.0,0.1428571428571428,-0.1428571428571428,0.5,0.1428571428571428,3.499975500171499,0.0,0,1.9870454014707584,13,0.1074380165289256,0.3096693222346313,3,41,6.5,5.649483752226097,1,108,0.8925619834710744,0,0.0,9.77190082644628,97.95619834710745,6.5,5.900693333683917
156.146.63.181,2025-04-30,1,18,0.0,1,0.2142857142857142,0.4258153136263201,0.7857142857142857,0.0,0.2857142857142857,0.1428571428571428,1.0714285714285714,1.2857142857142858,0.8333326851856893,0.0,0,1.9870454014707584,18,0.1487603305785124,0.3558520684563799,3,29,6.588235294117647,7.53859733816508,1,103,0.8512396694214877,0,0.0,13.33801652892562,91.42396694214877,6.588235294117647,7.77060827356369
162.142.125.247,2025-04-30,1,101,0.0,2,0.9285714285714286,0.2672612419124243,0.0,0.3571428571428571,0.8571428571428571,-0.0714285714285714,3.0,2.7142857142857144,1.1052627506926709,1.0,0,0.2878166994181555,102,0.8429752066115702,0.3638241438521511,22,3,1.188118811881188,0.5017370082898981,0,0,0.0,19,0.1570247933884297,77.14876033057851,0.6000000000000001,1.188118811881188,0.5042394527826777
162.142.125.255,2025-04-30,1,98,0.0,3,0.9285714285714286,0.2672612419124244,0.0,0.2142857142857142,0.8571428571428571,-0.0714285714285714,2.5,2.571428571428572,0.9722218441359494,2.0,0,0.2878166994181556,99,0.8181818181818182,0.3856946079199349,18,2,1.2244897959183674,0.5056943548311783,0,0,0.0,29,0.2396694214876033,74.2090909090909,0.4,1.2244897959183674,0.508294342945169
172.240.108.68,2025-04-30,1,98,0.0,10,0.9285714285714286,0.2672612419124244,0.0,0.2142857142857142,1.0,0.0714285714285715,19.142857142857142,24.428571428571427,0.783625698915907,9.0,0,0.2878166994181556,99,0.8181818181818182,0.3856946079199349,26,3,1.2142857142857142,0.5933302759227196,0,0,0.0,9,0.0743801652892562,75.80909090909091,0.6000000000000001,1.2142857142857142,0.5963808372950823
178.175.129.37,2025-04-30,1,15,0.0,2,0.3571428571428571,0.4972451580988469,0.0,0.0,0.5714285714285714,0.0714285714285714,1.5714285714285714,2.4285714285714284,0.6470585570935353,1.0,0,1.3922474597478984,15,0.1239669421487603,0.3295438353285436,3,84,2.5,1.8027756377319943,1,106,0.8760330578512396,0,0.0,11.198347107438018,104.90330578512396,2.5,1.8708286933869707
185.230.63.171,2025-04-30,1,94,0.0,4,0.8571428571428571,0.3631365196012814,0.0,0.1428571428571428,0.8571428571428571,0.0,28.785714285714285,23.285714285714285,1.2361962659302217,3.0,0,0.4236543302343089,94,0.7768595041322314,0.4163517923242975,6,2,1.2795698924731185,0.6111084833713042,1,0,0.0,10,0.0826446280991735,68.14297520661158,0.9,1.2795698924731183,0.6144207487341132
185.38.109.109,2025-04-30,1,18,0.0,2,0.4285714285714285,0.5135525910130955,0.2857142857142857,0.0,0.4285714285714285,0.1428571428571428,3.142857142857143,2.2857142857142856,1.374999398437763,1.0,0,1.1982614195974322,18,0.1487603305785124,0.35585206845638,4,41,6.705882352941177,10.074806703049257,1,103,0.8512396694214877,0,0.0,13.53801652892562,93.82396694214876,6.705882352941177,10.384873048588226
192.124.249.112,2025-04-30,1,8,0.0,3,0.5714285714285714,0.5135525910130956,0.1428571428571428,0.0,0.4285714285714285,0.2142857142857142,25.357142857142858,41.71428571428572,0.6078766977563805,2.0,0,0.8987013070000449,8,0.0661157024793388,0.2484842376590563,3,106,1.8571428571428568,1.355261854357877,1,113,0.9338842975206612,0,0.0,6.205785123966942,115.08842975206612,1.8571428571428572,1.4638501094227998
46.246.8.75,2025-04-30,1,14,0.0,1,0.1428571428571428,0.3631365196012815,0.6428571428571429,0.0,0.1428571428571428,-0.0714285714285714,0.6428571428571429,1.1428571428571428,0.5624995078129308,0.0,0,2.541777712769077,14,0.1157024793388429,0.3198678095927872,2,20,7.615384615384615,5.5127608822058205,1,107,0.8842975206611571,0,0.0,10.28512396694215,92.92975206611573,7.615384615384615,5.737863445837389
46.246.8.96,2025-04-30,1,9,0.0,1,0.1428571428571428,0.3631365196012814,0.8571428571428571,0.0,0.1428571428571428,0.0714285714285714,0.2857142857142857,0.2857142857142857,0.99999650001225,0.0,0,2.5417777127690764,9,0.0743801652892562,0.2623885597750007,1,27,12.875,7.183966522750506,1,112,0.9256198347107438,0,0.0,6.51900826446281,98.4619834710744,12.875,7.679983258910325
64.64.112.145,2025-04-30,1,28,0.0,2,0.2857142857142857,0.4688072309384955,0.7142857142857143,0.0,0.4285714285714285,0.0714285714285714,1.5,2.2857142857142856,0.6562497128907506,1.0,0,1.640767881408885,28,0.2314049586776859,0.4217306056916719,5,29,4.296296296296297,5.733687423269956,1,93,0.768595041322314,0,0.0,20.870247933884297,83.1595041322314,4.296296296296297,5.842910331299047
66.22.212.131,2025-04-30,1,6,0.0,6,0.4285714285714285,0.5135525910130956,0.5714285714285714,0.0,0.8571428571428571,0.4285714285714285,8.071428571428571,16.142857142857142,0.4999999690265506,5.0,0,1.1982614195974324,7,0.0578512396694214,0.2334619320962898,7,114,1.0,0.0,0,114,0.9421487603305784,0,0.0,6.392561983471075,117.01487603305785,1.0,0.0
68.67.179.164,2025-04-30,1,36,0.0,36,1.0,0.0,0.0,0.2857142857142857,1.0,0.0,15379.57142857143,14174.285714285714,1.085033259346954,35.0,0,0.0,37,0.3057851239669421,0.4607391690831852,37,84,1.0,0.0,0,0,0.0,0,0.0,33.789256198347104,16.8,1.0,0.0
72.21.210.29,2025-04-30,1,29,0.0,3,0.2142857142857142,0.4258153136263202,0.7857142857142857,0.0,0.4285714285714285,0.0714285714285714,0.5714285714285714,1.1428571428571428,0.4999995625003828,2.0,0,1.987045401470759,29,0.2396694214876033,0.4268817047981804,4,12,4.035714285714286,3.332546675882992,1,92,0.7603305785123967,0,0.0,21.383471074380164,78.93305785123968,4.035714285714286,3.393699422046061
84.239.31.15,2025-04-30,1,35,0.0,1,0.3571428571428571,0.4972451580988469,0.1428571428571428,0.0,0.4285714285714285,0.0714285714285714,4.142857142857143,5.0,0.8285712628571761,0.0,0,1.3922474597478984,35,0.2892561983471074,0.4534170817965356,4,12,3.323529411764706,2.8974693647600804,1,0,0.0,0,0.0,25.66280991735537,2.9000000000000004,3.323529411764706,2.94104277771012
geo.netsupportsoftware.com/location/loca.asp,2025-04-30,1,16,0.0,2,0.1428571428571428,0.3631365196012815,0.8571428571428571,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.499998250006125,1.0,0,2.541777712769077,16,0.1322314049586777,0.3387421740813091,2,25,7.866666666666666,6.621849355647475,1,105,0.8677685950413223,0,0.0,11.711570247933883,92.27685950413225,7.866666666666666,6.854265269228525
www.shorturl.at/,2025-04-30,1,53,0.0,1,0.4285714285714285,0.5135525910130956,0.0,0.0,0.5714285714285714,0.0,3.642857142857143,1.4285714285714286,2.5499982150012497,0.0,0,1.1982614195974324,53,0.4380165289256198,0.4961431742083845,5,6,2.2115384615384617,1.485008915559075,1,0,0.0,0,0.0,38.70082644628099,1.7000000000000002,2.2115384615384617,1.4994971505054808
